,mes,razon_social,plazo,tasa_pasiva_efectiva,ULTIMA_CALIFICACIÓN
223523,2025-09,COOPERATIVA DE AHORRO Y CREDITO CORPUCOOP LTDA,e. 121 - 180 DIAS,10.0,
223524,2025-09,COOPERATIVA DE AHORRO Y CREDITO CORPUCOOP LTDA,f. 181 - 360 DIAS,9.96876874664223,
223525,2025-09,COOPERATIVA DE AHORRO Y CREDITO CORPUCOOP LTDA,g. MAS DE 360 DIAS,10.8357338005583,
223526,2025-09,COOPERATIVA DE AHORRO Y CREDITO COSTA AZUL LTDA,a. MENOS DE 30 DIAS,0.5,
223527,2025-09,COOPERATIVA DE AHORRO Y CREDITO COTOCOLLAO LTDA,a. MENOS DE 30 DIAS,0.452123747301529,BB+
223528,2025-09,COOPERATIVA DE AHORRO Y CREDITO COTOCOLLAO LTDA,b. 30 - 60 DIAS,4.223817265581005,BB+
223529,2025-09,COOPERATIVA DE AHORRO Y CREDITO COTOCOLLAO LTDA,c. 61 - 90 DIAS,4.615429208979227,BB+
223530,2025-09,COOPERATIVA DE AHORRO Y CREDITO COTOCOLLAO LTDA,d. 91 - 120 DIAS,5.88309979666551,BB+
223531,2025-09,COOPERATIVA DE AHORRO Y CREDITO COTOCOLLAO LTDA,e. 121 - 180 DIAS,6.28986323052167,BB+
223532,2025-09,COOPERATIVA DE AHORRO Y CREDITO COTOCOLLAO LTDA,f. 181 - 360 DIAS,7.142454498740483,BB+
223533,2025-09,COOPERATIVA DE AHORRO Y CREDITO COTOCOLLAO LTDA,g. MAS DE 360 DIAS,4.4251923467862095,BB+
223534,2025-09,COOPERATIVA DE AHORRO Y CREDITO CRECER WIÑARI LTDA,a. MENOS DE 30 DIAS,0.984352875229124,
223535,2025-09,COOPERATIVA DE AHORRO Y CREDITO CRECER WIÑARI LTDA,b. 30 - 60 DIAS,7.406937100699672,
223536,2025-09,COOPERATIVA DE AHORRO Y CREDITO CRECER WIÑARI LTDA,c. 61 - 90 DIAS,7.860782238100164,
223537,2025-09,COOPERATIVA DE AHORRO Y CREDITO CRECER WIÑARI LTDA,d. 91 - 120 DIAS,8.584768859658249,
223538,2025-09,COOPERATIVA DE AHORRO Y CREDITO CRECER WIÑARI LTDA,e. 121 - 180 DIAS,8.22018441952955,
223539,2025-09,COOPERATIVA DE AHORRO Y CREDITO CRECER WIÑARI LTDA,f. 181 - 360 DIAS,9.238413485431508,
223540,2025-09,COOPERATIVA DE AHORRO Y CREDITO CRECER WIÑARI LTDA,g. MAS DE 360 DIAS,11.071552684396725,
223541,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDI FACIL LTDA,a. MENOS DE 30 DIAS,1.28775128358681,
223542,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDI FACIL LTDA,b. 30 - 60 DIAS,4.925,
223543,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDI FACIL LTDA,c. 61 - 90 DIAS,7.546527292954015,
223544,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDI FACIL LTDA,d. 91 - 120 DIAS,8.776854690708417,
223545,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDI FACIL LTDA,e. 121 - 180 DIAS,7.201758544968079,
223546,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDI FACIL LTDA,f. 181 - 360 DIAS,10.768083312646306,
223547,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDI FACIL LTDA,g. MAS DE 360 DIAS,11.302953215172067,
223548,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDI YA LTDA,a. MENOS DE 30 DIAS,1.0,
223549,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDI YA LTDA,b. 30 - 60 DIAS,4.625,
223550,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDI YA LTDA,c. 61 - 90 DIAS,6.0,
223551,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDI YA LTDA,d. 91 - 120 DIAS,7.75,
223552,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDI YA LTDA,e. 121 - 180 DIAS,7.594049835760603,
223553,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDI YA LTDA,f. 181 - 360 DIAS,8.755066082216413,
223554,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDI YA LTDA,g. MAS DE 360 DIAS,9.754070945226777,
223555,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDIAMBATO LTDA,a. MENOS DE 30 DIAS,2.5,
223556,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDIAMBATO LTDA,e. 121 - 180 DIAS,4.5,
223557,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDIAMBATO LTDA,f. 181 - 360 DIAS,6.68192729065442,
223558,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDIAMBATO LTDA,g. MAS DE 360 DIAS,7.238755313422705,
223559,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDIAMIGO LTDA,a. MENOS DE 30 DIAS,1.0,
223560,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDIAMIGO LTDA,b. 30 - 60 DIAS,6.21773890924634,
223561,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDIAMIGO LTDA,c. 61 - 90 DIAS,6.61408710947703,
223562,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDIAMIGO LTDA,d. 91 - 120 DIAS,7.005655062103937,
223563,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDIAMIGO LTDA,e. 121 - 180 DIAS,7.966274650459096,
223564,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDIAMIGO LTDA,f. 181 - 360 DIAS,8.511378658118218,
223565,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDIAMIGO LTDA,g. MAS DE 360 DIAS,9.52322476096272,
223566,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDIL LTDA,a. MENOS DE 30 DIAS,1.0,
223567,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDIL LTDA,b. 30 - 60 DIAS,5.0,
223568,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDIL LTDA,c. 61 - 90 DIAS,6.0,
223569,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDIL LTDA,d. 91 - 120 DIAS,7.0,
223570,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDIL LTDA,e. 121 - 180 DIAS,7.974888251898075,
223571,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDIL LTDA,f. 181 - 360 DIAS,8.932663528629758,
223572,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDIL LTDA,g. MAS DE 360 DIAS,9.850683642063961,
223573,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDIMAS,a. MENOS DE 30 DIAS,0.650043807498033,
223574,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDIMAS,b. 30 - 60 DIAS,5.10487970487365,
223575,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDIMAS,c. 61 - 90 DIAS,5.83556990585193,
223576,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDIMAS,d. 91 - 120 DIAS,6.72518257052168,
223577,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDIMAS,e. 121 - 180 DIAS,8.21285598143403,
223578,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDIMAS,f. 181 - 360 DIAS,8.71680308447059,
223579,2025-09,COOPERATIVA DE AHORRO Y CREDITO CREDIMAS,g. MAS DE 360 DIAS,9.27829036189083,
223580,2025-09,COOPERATIVA DE AHORRO Y CREDITO CRISTO REY,a. MENOS DE 30 DIAS,0.540762680460619,
223581,2025-09,COOPERATIVA DE AHORRO Y CREDITO CRISTO REY,b. 30 - 60 DIAS,6.59324212061865,
223582,2025-09,COOPERATIVA DE AHORRO Y CREDITO CRISTO REY,c. 61 - 90 DIAS,6.50331917226257,
223583,2025-09,COOPERATIVA DE AHORRO Y CREDITO CRISTO REY,d. 91 - 120 DIAS,7.92707903058034,
223584,2025-09,COOPERATIVA DE AHORRO Y CREDITO CRISTO REY,e. 121 - 180 DIAS,8.62509803921569,
223585,2025-09,COOPERATIVA DE AHORRO Y CREDITO CRISTO REY,f. 181 - 360 DIAS,8.15375952553854,
223586,2025-09,COOPERATIVA DE AHORRO Y CREDITO CRISTO REY,g. MAS DE 360 DIAS,9.84546673491399,
223587,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE ACCION POPULAR,a. MENOS DE 30 DIAS,0.5,
223588,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE ACCION POPULAR,d. 91 - 120 DIAS,8.37436565200502,
223589,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE INDIGENAS CHUCHUQUI LTDA,a. MENOS DE 30 DIAS,4.61754734213643,
223590,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE INDIGENAS CHUCHUQUI LTDA,b. 30 - 60 DIAS,5.7305093313797,
223591,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE INDIGENAS CHUCHUQUI LTDA,c. 61 - 90 DIAS,6.464601055220981,
223592,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE INDIGENAS CHUCHUQUI LTDA,d. 91 - 120 DIAS,8.04760836662733,
223593,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE INDIGENAS CHUCHUQUI LTDA,e. 121 - 180 DIAS,7.78408252177918,
223594,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE INDIGENAS CHUCHUQUI LTDA,f. 181 - 360 DIAS,9.124149789478615,
223595,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE INDIGENAS CHUCHUQUI LTDA,g. MAS DE 360 DIAS,10.31563060598205,
223596,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA CAMARA DE COMERCIO DE GONZANAMA,a. MENOS DE 30 DIAS,1.99,
223597,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA CAMARA DE COMERCIO DE GONZANAMA,c. 61 - 90 DIAS,5.61,
223598,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA CAMARA DE COMERCIO DE GONZANAMA,f. 181 - 360 DIAS,7.27242731538176,
223599,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA CAMARA DE COMERCIO DE GONZANAMA,g. MAS DE 360 DIAS,8.719374071345051,
223600,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA CAMARA DE COMERCIO DE MACARA CADECOM,a. MENOS DE 30 DIAS,1.0,
223601,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA CAMARA DE COMERCIO DE MACARA CADECOM,b. 30 - 60 DIAS,5.8,
223602,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA CAMARA DE COMERCIO DE MACARA CADECOM,c. 61 - 90 DIAS,5.63,
223603,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA CAMARA DE COMERCIO DE MACARA CADECOM,d. 91 - 120 DIAS,6.18466253896823,
223604,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA CAMARA DE COMERCIO DE MACARA CADECOM,e. 121 - 180 DIAS,5.76,
223605,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA CAMARA DE COMERCIO DE MACARA CADECOM,f. 181 - 360 DIAS,6.81,
223606,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA CAMARA DE COMERCIO DE MACARA CADECOM,g. MAS DE 360 DIAS,6.9951456392233,
223607,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA EMPRESA MUNICIPAL DE AGUA POTABLE DE QUITO,a. MENOS DE 30 DIAS,0.15,
223608,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA MICROEMPRESA DE CHIMBORAZO LTDA,a. MENOS DE 30 DIAS,2.0,
223609,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA MICROEMPRESA DE CHIMBORAZO LTDA,c. 61 - 90 DIAS,8.87,
223610,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA MICROEMPRESA DE CHIMBORAZO LTDA,d. 91 - 120 DIAS,8.51,
223611,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA MICROEMPRESA DE CHIMBORAZO LTDA,f. 181 - 360 DIAS,10.52,
223612,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA MICROEMPRESA DE CHIMBORAZO LTDA,g. MAS DE 360 DIAS,10.52,
223613,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA MICROEMPRESA FORTUNA,a. MENOS DE 30 DIAS,2.07512728849203,
223614,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA MICROEMPRESA FORTUNA,b. 30 - 60 DIAS,4.917088572570537,
223615,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA MICROEMPRESA FORTUNA,c. 61 - 90 DIAS,6.39,
223616,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA MICROEMPRESA FORTUNA,d. 91 - 120 DIAS,6.39987618820062,
223617,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA MICROEMPRESA FORTUNA,e. 121 - 180 DIAS,7.199379166873539,
223618,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA MICROEMPRESA FORTUNA,f. 181 - 360 DIAS,7.242536294777136,
223619,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA MICROEMPRESA FORTUNA,g. MAS DE 360 DIAS,7.63026706347803,
223620,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA BIBLIAN LIMITADA,a. MENOS DE 30 DIAS,3.28,A+
223621,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA BIBLIAN LIMITADA,b. 30 - 60 DIAS,3.178695731987531,A+
223622,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA BIBLIAN LIMITADA,c. 61 - 90 DIAS,3.9699070466797775,A+
223623,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA BIBLIAN LIMITADA,d. 91 - 120 DIAS,4.041812838133138,A+
223624,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA BIBLIAN LIMITADA,e. 121 - 180 DIAS,4.402527368014893,A+
223625,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA BIBLIAN LIMITADA,f. 181 - 360 DIAS,4.548816973410019,A+
223626,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA BIBLIAN LIMITADA,g. MAS DE 360 DIAS,6.72267629348814,A+
223627,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA CACPE LOJA LTDA,a. MENOS DE 30 DIAS,1.13719195260831,A-
223628,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA CACPE LOJA LTDA,b. 30 - 60 DIAS,5.315770551520788,A-
223629,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA CACPE LOJA LTDA,c. 61 - 90 DIAS,5.643971978957673,A-
223630,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA CACPE LOJA LTDA,d. 91 - 120 DIAS,5.788058048767857,A-
223631,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA CACPE LOJA LTDA,e. 121 - 180 DIAS,6.3320282297577,A-
223632,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA CACPE LOJA LTDA,f. 181 - 360 DIAS,6.610664964040711,A-
223633,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA CACPE LOJA LTDA,g. MAS DE 360 DIAS,7.6919189651216175,A-
223634,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA CACPE YANTZAZA LTDA,a. MENOS DE 30 DIAS,1.32,
223635,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA CACPE YANTZAZA LTDA,b. 30 - 60 DIAS,6.332437718958756,
223636,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA CACPE YANTZAZA LTDA,c. 61 - 90 DIAS,6.22321070020303,
223637,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA CACPE YANTZAZA LTDA,d. 91 - 120 DIAS,6.79004151309884,
223638,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA CACPE YANTZAZA LTDA,e. 121 - 180 DIAS,7.71779218050059,
223639,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA CACPE YANTZAZA LTDA,f. 181 - 360 DIAS,8.563769030925247,
223640,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA CACPE YANTZAZA LTDA,g. MAS DE 360 DIAS,9.338679633332069,
223641,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA CACPE ZAMORA CHINCHIPE LTDA.,a. MENOS DE 30 DIAS,1.81771830756599,
223642,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA CACPE ZAMORA CHINCHIPE LTDA.,b. 30 - 60 DIAS,5.794974431797474,
223643,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA CACPE ZAMORA CHINCHIPE LTDA.,c. 61 - 90 DIAS,6.079575862244459,
223644,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA CACPE ZAMORA CHINCHIPE LTDA.,d. 91 - 120 DIAS,6.600594613573865,
223645,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA CACPE ZAMORA CHINCHIPE LTDA.,e. 121 - 180 DIAS,6.899504659660714,
223646,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA CACPE ZAMORA CHINCHIPE LTDA.,f. 181 - 360 DIAS,7.727744625526935,
223647,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA CACPE ZAMORA CHINCHIPE LTDA.,g. MAS DE 360 DIAS,8.983162507800609,
223648,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA DE COTOPAXI LIMITADA,a. MENOS DE 30 DIAS,1.38032996217299,AAA-
223649,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA DE COTOPAXI LIMITADA,b. 30 - 60 DIAS,4.921420463855482,AAA-
223650,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA DE COTOPAXI LIMITADA,c. 61 - 90 DIAS,5.196591191477711,AAA-
223651,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA DE COTOPAXI LIMITADA,d. 91 - 120 DIAS,5.5564482622563425,AAA-
223652,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA DE COTOPAXI LIMITADA,e. 121 - 180 DIAS,5.8200320062836655,AAA-
223653,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA DE COTOPAXI LIMITADA,f. 181 - 360 DIAS,6.393030221026652,AAA-
223654,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA DE COTOPAXI LIMITADA,g. MAS DE 360 DIAS,7.180353170967361,AAA-
223655,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA DE PASTAZA LIMITADA,a. MENOS DE 30 DIAS,0.5,AA+
223656,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA DE PASTAZA LIMITADA,b. 30 - 60 DIAS,5.196790555968763,AA+
223657,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA DE PASTAZA LIMITADA,c. 61 - 90 DIAS,5.183282816675381,AA+
223658,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA DE PASTAZA LIMITADA,d. 91 - 120 DIAS,5.636686754330551,AA+
223659,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA DE PASTAZA LIMITADA,e. 121 - 180 DIAS,5.755849852738495,AA+
223660,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA DE PASTAZA LIMITADA,f. 181 - 360 DIAS,6.300274000916699,AA+
223661,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA DE PASTAZA LIMITADA,g. MAS DE 360 DIAS,7.427890500015984,AA+
223662,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA GUALAQUIZA,a. MENOS DE 30 DIAS,1.1053785060749,BBB
223663,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA GUALAQUIZA,b. 30 - 60 DIAS,4.594653468644919,BBB
223664,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA GUALAQUIZA,c. 61 - 90 DIAS,5.032595335689286,BBB
223665,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA GUALAQUIZA,d. 91 - 120 DIAS,5.118615608405797,BBB
223666,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA GUALAQUIZA,e. 121 - 180 DIAS,6.274791078059959,BBB
223667,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA GUALAQUIZA,f. 181 - 360 DIAS,6.809417827183776,BBB
223668,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUEÑA EMPRESA GUALAQUIZA,g. MAS DE 360 DIAS,8.45121512456318,BBB
223669,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LOS EMPLEADOS DE CERVECERIA NACIONAL SA Y DINADEC SA CRECER,a. MENOS DE 30 DIAS,5.95000036047701,
223670,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LOS EMPLEADOS DE LA CORPORACION FINANCIERA NACIONAL CORFINAL,d. 91 - 120 DIAS,6.70139371490266,
223671,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LOS EMPLEADOS DE LA CORPORACION FINANCIERA NACIONAL CORFINAL,f. 181 - 360 DIAS,6.489778609063945,
223672,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LOS EMPLEADOS DE LA CORPORACION FINANCIERA NACIONAL CORFINAL,g. MAS DE 360 DIAS,8.0,
223673,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LOS EMPLEADOS DE STANDARD FRUIT COMPAÑY,a. MENOS DE 30 DIAS,4.0,
223674,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LOS EMPLEADOS DE STANDARD FRUIT COMPAÑY,c. 61 - 90 DIAS,5.7,
223675,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LOS EMPLEADOS DE STANDARD FRUIT COMPAÑY,e. 121 - 180 DIAS,5.53333333333333,
223676,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LOS EMPLEADOS DE STANDARD FRUIT COMPAÑY,f. 181 - 360 DIAS,6.5,
223677,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LOS EMPLEADOS DE STANDARD FRUIT COMPAÑY,g. MAS DE 360 DIAS,6.99358354227952,
223678,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LOS EMPLEADOS JUBILADOS Y EX-EMPLEADOS DEL BANCO CENTRAL DEL ECUADOR,a. MENOS DE 30 DIAS,0.497177324209676,
223679,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LOS EMPLEADOS JUBILADOS Y EX-EMPLEADOS DEL BANCO CENTRAL DEL ECUADOR,b. 30 - 60 DIAS,3.11444793033874,
223680,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LOS EMPLEADOS JUBILADOS Y EX-EMPLEADOS DEL BANCO CENTRAL DEL ECUADOR,c. 61 - 90 DIAS,3.54668064770408,
223681,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LOS EMPLEADOS JUBILADOS Y EX-EMPLEADOS DEL BANCO CENTRAL DEL ECUADOR,d. 91 - 120 DIAS,4.42738483188844,
223682,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LOS EMPLEADOS JUBILADOS Y EX-EMPLEADOS DEL BANCO CENTRAL DEL ECUADOR,f. 181 - 360 DIAS,5.28156107867831,
223683,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LOS EMPLEADOS JUBILADOS Y EX-EMPLEADOS DEL BANCO CENTRAL DEL ECUADOR,g. MAS DE 360 DIAS,5.71483731638541,
223684,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LOS PROFESORES EMPLEADOS Y TRABAJADORES DE LA UNIVERSIDAD TECNICA DE MANABI,a. MENOS DE 30 DIAS,2.0,
223685,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LOS PROFESORES EMPLEADOS Y TRABAJADORES DE LA UNIVERSIDAD TECNICA DE MANABI,b. 30 - 60 DIAS,5.13,
223686,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LOS PROFESORES EMPLEADOS Y TRABAJADORES DE LA UNIVERSIDAD TECNICA DE MANABI,c. 61 - 90 DIAS,3.3,
223687,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LOS PROFESORES EMPLEADOS Y TRABAJADORES DE LA UNIVERSIDAD TECNICA DE MANABI,d. 91 - 120 DIAS,5.96215401339336,
223688,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LOS PROFESORES EMPLEADOS Y TRABAJADORES DE LA UNIVERSIDAD TECNICA DE MANABI,f. 181 - 360 DIAS,6.513445291385934,
223689,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LOS SERVIDORES PUBLICOS DEL MINISTERIO DE EDUCACION Y CULTURA,a. MENOS DE 30 DIAS,3.16672256318883,AA+
223690,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LOS SERVIDORES PUBLICOS DEL MINISTERIO DE EDUCACION Y CULTURA,b. 30 - 60 DIAS,4.9029445006177195,AA+
223691,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LOS SERVIDORES PUBLICOS DEL MINISTERIO DE EDUCACION Y CULTURA,c. 61 - 90 DIAS,4.5,AA+
223692,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LOS SERVIDORES PUBLICOS DEL MINISTERIO DE EDUCACION Y CULTURA,d. 91 - 120 DIAS,7.563219545470282,AA+
223693,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LOS SERVIDORES PUBLICOS DEL MINISTERIO DE EDUCACION Y CULTURA,e. 121 - 180 DIAS,8.092455400109557,AA+
223694,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LOS SERVIDORES PUBLICOS DEL MINISTERIO DE EDUCACION Y CULTURA,f. 181 - 360 DIAS,8.450807011088024,AA+
223695,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE LOS SERVIDORES PUBLICOS DEL MINISTERIO DE EDUCACION Y CULTURA,g. MAS DE 360 DIAS,8.826732487870776,AA+
223696,2025-09,COOPERATIVA DE AHORRO Y CREDITO DE TRABAJADORES AGROPECUARIOS Y DE SERVICIOS EL PORVENIR,a. MENOS DE 30 DIAS,2.0,
223697,2025-09,COOPERATIVA DE AHORRO Y CREDITO DEL AZUAY,a. MENOS DE 30 DIAS,1.25,
223698,2025-09,COOPERATIVA DE AHORRO Y CREDITO DEL AZUAY,b. 30 - 60 DIAS,6.0,
